0.341	65132640
0.339	65132641
0.353	65132642
0.369	65132643
0.388	65132644
0.396	65132645
0.395	65132646
0.38	65132647
0.365	65132648
0.344	65132649
0.336	65132650
0.339	65132651
0.357	65132652
0.379	65132653
0.398	65132654
0.41	65132655
0.408	65132656
0.393	65132657
0.373	65132658
0.346	65132659
0.333	65132660
0.338	65132661
0.357	65132662
0.382	65132663
0.41	65132664
0.422	65132665
0.415	65132666
0.398	65132667
0.378	65132668
0.362	65132669
0.355	65132670
0.36	65132671
0.373	65132672
0.39	65132673
0.404	65132674
0.41	65132675
0.405	65132676
0.396	65132677
0.381	65132678
0.368	65132679
0.366	65132680
0.376	65132681
0.385	65132682
0.396	65132683
0.402	65132684
0.401	65132685
0.397	65132686
0.396	65132687
0.391	65132688
0.388	65132689
0.386	65132690
0.387	65132691
0.388	65132692
0.391	65132693
0.393	65132694
0.396	65132695
0.399	65132696
0.399	65132697
0.398	65132698
0.396	65132699
0.39	65132700
0.396	65132701
0.406	65132702
0.418	65132703
0.423	65132704
0.42	65132705
0.41	65132706
0.4	65132707
0.396	65132708
0.396	65132709
0.397	65132710
0.408	65132711
0.42	65132712
0.438	65132713
0.449	65132714
0.452	65132715
0.447	65132716
0.437	65132717
0.423	65132718
0.41	65132719
0.403	65132720
0.4	65132721
0.402	65132722
0.408	65132723
0.419	65132724
0.427	65132725
0.431	65132726
0.428	65132727
0.421	65132728
0.411	65132729
0.404	65132730
0.402	65132731
0.408	65132732
0.418	65132733
0.429	65132734
0.442	65132735
0.446	65132736
0.444	65132737
0.442	65132738
0.44	65132739
0.432	65132740
0.422	65132741
0.418	65132742
0.41	65132743
0.41	65132744
0.411	65132745
0.416	65132746
0.418	65132747
0.43	65132748
0.441	65132749
0.447	65132750
0.442	65132751
0.433	65132752
0.418	65132753
0.407	65132754
0.41	65132755
0.42	65132756
0.434	65132757
0.443	65132758
0.453	65132759
0.457	65132760
0.453	65132761
0.441	65132762
0.429	65132763
0.422	65132764
0.422	65132765
0.429	65132766
0.438	65132767
0.444	65132768
0.444	65132769
0.438	65132770
0.433	65132771
0.429	65132772
0.43	65132773
0.432	65132774
0.435	65132775
0.434	65132776
0.427	65132777
0.425	65132778
0.43	65132779
0.439	65132780
0.443	65132781
0.446	65132782
0.444	65132783
0.433	65132784
0.421	65132785
0.413	65132786
0.402	65132787
0.402	65132788
0.417	65132789
0.439	65132790
0.455	65132791
0.469	65132792
0.469	65132793
0.456	65132794
0.435	65132795
0.409	65132796
0.398	65132797
0.392	65132798
0.406	65132799
0.432	65132800
0.459	65132801
0.481	65132802
0.48	65132803
0.46	65132804
0.435	65132805
0.401	65132806
0.383	65132807
0.378	65132808
0.387	65132809
0.407	65132810
0.439	65132811
0.46	65132812
0.466	65132813
0.461	65132814
0.442	65132815
0.417	65132816
0.398	65132817
0.386	65132818
0.389	65132819
0.405	65132820
0.433	65132821
0.447	65132822
0.449	65132823
0.443	65132824
0.434	65132825
0.419	65132826
0.414	65132827
0.413	65132828
0.415	65132829
0.425	65132830
0.44	65132831
0.449	65132832
0.447	65132833
0.438	65132834
0.42	65132835
0.402	65132836
0.397	65132837
0.398	65132838
0.406	65132839
0.418	65132840
0.439	65132841
0.45	65132842
0.454	65132843
0.447	65132844
0.434	65132845
0.412	65132846
0.399	65132847
0.397	65132848
0.405	65132849
0.423	65132850
0.445	65132851
0.456	65132852
0.451	65132853
0.44	65132854
0.419	65132855
0.397	65132856
0.39	65132857
0.389	65132858
0.396	65132859
0.41	65132860
0.426	65132861
0.433	65132862
0.427	65132863
0.418	65132864
0.41	65132865
