times 	 signal 	 freqs 	 dft
166.0000000000	0.1092253273	0.0038425926	2.5817788281
167.0000000000	0.0912253273	0.0038657407	2.7130255747
168.0000000000	0.0862253273	0.0038888889	5.7062409569
169.0000000000	0.0952253273	0.0039120370	5.0372629715
170.0000000000	0.1152253273	0.0039351852	4.3124913669
171.0000000000	0.1472253273	0.0039583333	2.8819679193
172.0000000000	0.1682253273	0.0039814815	4.8614460741
173.0000000000	0.1742253273	0.0040046296	8.5418086308
174.0000000000	0.1692253273	0.0040277778	2.1514787947
175.0000000000	0.1502253273	0.0040509259	8.9033249128
176.0000000000	0.1252253273	0.0040740741	10.4751204202
177.0000000000	0.1062253273	0.0040972222	4.0026953578
178.0000000000	0.0942253273	0.0041203704	10.5551890539
179.0000000000	0.0972253273	0.0041435185	4.8881967339
180.0000000000	0.1132253273	0.0041666667	1.2522502266
181.0000000000	0.1412253273	0.0041898148	5.7872562259
182.0000000000	0.1552253273	0.0042129630	9.3696288282
183.0000000000	0.1572253273	0.0042361111	6.3324704674
184.0000000000	0.1512253273	0.0042592593	3.3140960531
185.0000000000	0.1422253273	0.0042824074	1.2952634450
186.0000000000	0.1272253273	0.0043055556	8.4671536202
187.0000000000	0.1222253273	0.0043287037	4.5055965153
188.0000000000	0.1212253273	0.0043518519	4.1464324480
189.0000000000	0.1232253273	0.0043750000	2.3653172179
190.0000000000	0.1332253273	0.0043981481	4.0778731010
191.0000000000	0.1482253273	0.0044212963	1.3970373101
192.0000000000	0.1572253273	0.0044444444	4.2267983358
193.0000000000	0.1552253273	0.0044675926	6.4273339982
194.0000000000	0.1462253273	0.0044907407	3.6375949332
195.0000000000	0.1282253273	0.0045138889	5.1604585708
196.0000000000	0.1102253273	0.0045370370	8.1680652784
197.0000000000	0.1052253273	0.0045601852	11.2481320471
198.0000000000	0.1062253273	0.0045833333	2.8378551243
199.0000000000	0.1142253273	0.0046064815	3.2643935289
200.0000000000	0.1262253273	0.0046296296	8.8937236505
201.0000000000	0.1472253273	0.0046527778	4.6560611119
202.0000000000	0.1582253273	0.0046759259	1.9549987794
203.0000000000	0.1622253273	0.0046990741	7.2512514215
204.0000000000	0.1552253273	0.0047222222	4.3651137958
205.0000000000	0.1422253273	0.0047453704	5.4714671682
206.0000000000	0.1202253273	0.0047685185	2.5171658190
207.0000000000	0.1072253273	0.0047916667	3.9432269737
208.0000000000	0.1052253273	0.0048148148	3.5799467305
209.0000000000	0.1132253273	0.0048379630	3.7726812857
210.0000000000	0.1312253273	0.0048611111	4.9878819945
211.0000000000	0.1532253273	0.0048842593	4.9041863722
212.0000000000	0.1642253273	0.0049074074	4.0996832746
213.0000000000	0.1592253273	0.0049305556	3.8186294060
214.0000000000	0.1482253273	0.0049537037	5.1895970888
215.0000000000	0.1272253273	0.0049768519	6.0690089376
216.0000000000	0.1052253273	0.0050000000	2.3288051510
217.0000000000	0.0982253273	0.0050231481	3.0066995150
218.0000000000	0.0972253273	0.0050462963	1.6822933810
219.0000000000	0.1042253273	0.0050694444	4.9905293535
220.0000000000	0.1182253273	0.0050925926	1.4833353699
221.0000000000	0.1342253273	0.0051157407	3.4683804435
222.0000000000	0.1412253273	0.0051388889	1.3825855580
223.0000000000	0.1352253273	0.0051620370	3.5151877714
224.0000000000	0.1262253273	0.0051851852	4.3699382792
225.0000000000	0.1182253273	0.0052083333	3.6486303084
226.0000000000	0.1112253273	0.0052314815	4.7591731504
227.0000000000	0.1162253273	0.0052546296	2.7602164901
228.0000000000	0.1262253273	0.0052777778	4.1454496039
229.0000000000	0.1302253273	0.0053009259	3.9047738198
230.0000000000	0.1302253273	0.0053240741	4.2219152647
231.0000000000	0.1262253273	0.0053472222	6.8727391510
232.0000000000	0.1212253273	0.0053703704	5.4133907053
233.0000000000	0.1152253273	0.0053935185	5.4183045588
234.0000000000	0.1132253273	0.0054166667	7.0964933339
235.0000000000	0.1142253273	0.0054398148	3.0178598905
236.0000000000	0.1142253273	0.0054629630	1.5810105231
237.0000000000	0.1142253273	0.0054861111	3.5064559804
238.0000000000	0.1122253273	0.0055092593	4.2123799477
239.0000000000	0.1132253273	0.0055324074	6.7304447044
240.0000000000	0.1112253273	0.0055555556	5.4288720431
241.0000000000	0.1062253273	0.0055787037	0.8163348414
242.0000000000	0.1012253273	0.0056018519	3.4928534396
243.0000000000	0.0972253273	0.0056250000	7.3191317123
244.0000000000	0.0952253273	0.0056481481	1.4088975604
