0.244	64955520
0.262	64955521
0.29	64955522
0.331	64955523
0.354	64955524
0.358	64955525
0.341	64955526
0.311	64955527
0.281	64955528
0.269	64955529
0.274	64955530
0.299	64955531
0.32	64955532
0.333	64955533
0.335	64955534
0.322	64955535
0.298	64955536
0.272	64955537
0.249	64955538
0.241	64955539
0.248	64955540
0.275	64955541
0.298	64955542
0.318	64955543
0.341	64955544
0.354	64955545
0.354	64955546
0.338	64955547
0.311	64955548
0.288	64955549
0.283	64955550
0.306	64955551
0.33	64955552
0.346	64955553
0.353	64955554
0.351	64955555
0.345	64955556
0.335	64955557
0.307	64955558
0.279	64955559
0.254	64955560
0.245	64955561
0.252	64955562
0.271	64955563
0.291	64955564
0.31	64955565
0.322	64955566
0.324	64955567
0.306	64955568
0.283	64955569
0.269	64955570
0.258	64955571
0.266	64955572
0.277	64955573
0.284	64955574
0.29	64955575
0.293	64955576
0.303	64955577
0.303	64955578
0.293	64955579
0.279	64955580
0.268	64955581
0.259	64955582
0.253	64955583
0.246	64955584
0.238	64955585
0.238	64955586
0.258	64955587
0.293	64955588
0.317	64955589
0.321	64955590
0.305	64955591
0.291	64955592
0.278	64955593
0.273	64955594
0.28	64955595
0.293	64955596
0.308	64955597
0.329	64955598
0.34	64955599
0.322	64955600
0.278	64955601
0.246	64955602
0.221	64955603
0.218	64955604
0.229	64955605
0.246	64955606
0.259	64955607
0.279	64955608
0.286	64955609
0.283	64955610
0.268	64955611
0.258	64955612
0.27	64955613
0.29	64955614
0.316	64955615
0.322	64955616
0.315	64955617
0.295	64955618
0.279	64955619
0.262	64955620
0.246	64955621
0.233	64955622
0.242	64955623
0.262	64955624
0.291	64955625
0.307	64955626
0.299	64955627
0.279	64955628
0.266	64955629
0.25	64955630
0.238	64955631
0.227	64955632
0.218	64955633
0.222	64955634
0.242	64955635
0.26	64955636
0.271	64955637
0.269	64955638
0.252	64955639
0.232	64955640
0.214	64955641
0.192	64955642
0.172	64955643
0.168	64955644
0.189	64955645
0.229	64955646
0.27	64955647
0.309	64955648
0.311	64955649
0.277	64955650
0.233	64955651
0.181	64955652
0.136	64955653
0.136	64955654
0.178	64955655
0.236	64955656
0.307	64955657
0.332	64955658
0.32	64955659
0.271	64955660
